pv_power_kW,ghi_Wm2,temperature_C
61.9646,268.9435,7.9094
63.3689,275.0387,7.2131
75.0830,325.8811,6.1774
80.5389,349.5611,6.1191
89.0602,386.5461,7.4665
114.1961,495.6427,4.6222
97.2341,422.0232,4.8231
114.1834,495.5876,3.7461
127.7397,554.4257,4.3099
121.2691,526.3416,3.2845
117.3967,509.5341,1.7908
123.9304,537.8922,0.5596
124.9052,542.1234,3.2458
116.0000,503.4723,2.2555
141.8427,615.6366,3.7055
145.4328,631.2188,1.0182
129.7891,563.3209,-0.4295
127.5220,553.4810,1.8969
137.2023,595.4963,3.2653
140.6301,610.3737,1.0233
148.9874,646.6467,-1.4339
134.6878,584.5826,-0.2148
112.8949,489.9954,-0.4857
124.0294,538.3222,-1.5633
114.7476,498.0366,-0.7855
108.4251,470.5949,-1.8536
100.8063,437.5273,-3.6821
89.7895,389.7115,0.7682
91.1119,395.4509,-1.1210
79.4538,344.8514,-0.7620
74.0635,321.4562,0.0566
67.0047,290.8192,-0.2934
58.2549,252.8426,-1.7339
42.0810,182.6432,-0.4513
36.1272,156.8019,-0.8573
24.1725,104.9156,-0.9452
15.9379,69.1750,-1.5862
4.4171,19.1715,0.0895
0.0000,0.0000,1.5663
0.0000,0.0000,-0.8524
0.0000,0.0000,0.6194
0.0000,0.0000,1.9037
0.0000,0.0000,2.2467
0.0000,0.0000,1.9008
0.0000,0.0000,2.5506
0.0000,0.0000,0.4693
0.0000,0.0000,1.6857
0.0000,0.0000,0.2961
0.0000,0.0000,1.0731
0.0000,0.0000,2.4626
0.0000,0.0000,3.9542
0.0000,0.0000,1.4749
0.0000,0.0000,5.9149
0.0000,0.0000,2.7439
0.0000,0.0000,3.2819
0.0000,0.0000,3.3553
0.0000,0.0000,2.9878
0.0000,0.0000,6.7417
0.0000,0.0000,5.9254
0.0000,0.0000,7.3456
0.0000,0.0000,6.9822
0.0000,0.0000,6.8873
0.0000,0.0000,7.4550
0.0000,0.0000,6.5738
0.0000,0.0000,7.9332
0.0000,0.0000,5.7323
0.0000,0.0000,5.0917
0.0000,0.0000,9.2144
0.0000,0.0000,7.0046
0.0000,0.0000,6.7742
0.0000,0.0000,7.9610
0.0000,0.0000,6.0552
0.0000,0.0000,6.1364
0.0000,0.0000,10.5652
0.0000,0.0000,8.1170
0.0000,0.0000,10.6011
0.0000,0.0000,10.1204
0.0000,0.0000,11.2346
0.0000,0.0000,10.0027
0.0000,0.0000,8.4156
0.0000,0.0000,8.6314
0.0000,0.0000,10.1352
0.0000,0.0000,9.2693
0.0000,0.0000,8.8937
0.0000,0.0000,10.8554
0.0000,0.0000,6.8515
0.0000,0.0000,8.5153
0.0000,0.0000,8.8174
0.0000,0.0000,10.8350
0.0000,0.0000,8.1313
2.0746,9.0043,8.3374
12.0527,52.3122,7.3703
19.9717,86.6829,6.1365
33.6774,146.1691,6.7832
40.6000,176.2153,2.4586
49.6481,215.4866,6.4229
66.1110,286.9403,7.2689
70.1076,304.2866,9.2825
79.4215,344.7113,5.0551
87.5636,380.0504,6.6492
83.9550,364.3882,4.1602
103.1054,447.5060,5.3117
112.2151,487.0446,3.8514
118.5404,514.4984,4.4010
131.6919,571.5795,5.9531
137.0820,594.9741,5.4189
139.1472,603.9373,6.2686
143.7405,623.8736,6.5695
124.5622,540.6346,2.7985
139.2820,604.5228,1.0767
134.3839,583.2632,3.8519
148.1618,643.0632,3.9284
127.3288,552.6422,1.3709
136.5133,592.5057,1.8579
145.6972,632.3665,1.0928
133.3700,578.8629,1.3226
130.1024,564.6807,1.7870
131.3008,569.8818,2.1904
122.8714,533.2960,0.5691
125.7302,545.7040,-0.6734
116.3130,504.8306,0.5460
108.9675,472.9493,0.2134
104.5715,453.8695,2.4924
97.2287,421.9994,-2.5413
84.4433,366.5074,-0.6933
83.3118,361.5964,-1.1794
79.4509,344.8390,0.0234
63.7753,276.8025,2.0325
53.2946,231.3133,-1.4737
44.3154,192.3410,-2.3550
34.2878,148.8184,0.4839
25.5159,110.7461,1.5550
15.2126,66.0268,-1.2222
5.1633,22.4101,-0.4880
0.0000,0.0000,-1.2861
0.0000,0.0000,0.5495
0.0000,0.0000,1.7159
0.0000,0.0000,0.1719
0.0000,0.0000,0.5684
0.0000,0.0000,0.7194
0.0000,0.0000,1.2848
0.0000,0.0000,0.1900
0.0000,0.0000,3.4580
0.0000,0.0000,2.8090
0.0000,0.0000,4.1823
0.0000,0.0000,3.3431
0.0000,0.0000,0.6322
0.0000,0.0000,1.6704
0.0000,0.0000,2.5371
0.0000,0.0000,4.8768
0.0000,0.0000,2.6444
0.0000,0.0000,6.2005
0.0000,0.0000,4.6780
0.0000,0.0000,4.8361
0.0000,0.0000,4.7023
0.0000,0.0000,3.2634
0.0000,0.0000,4.8323
0.0000,0.0000,4.7712
0.0000,0.0000,4.1955
0.0000,0.0000,6.6414
0.0000,0.0000,5.8015
0.0000,0.0000,6.5171
0.0000,0.0000,7.4857
0.0000,0.0000,5.6960
0.0000,0.0000,6.8888
0.0000,0.0000,8.2598
0.0000,0.0000,6.9850
0.0000,0.0000,11.1491
0.0000,0.0000,11.4223
0.0000,0.0000,9.0912
0.0000,0.0000,8.0162
0.0000,0.0000,7.7199
0.0000,0.0000,8.7729
0.0000,0.0000,7.7087
0.0000,0.0000,9.8827
0.0000,0.0000,10.5733
0.0000,0.0000,5.8152
0.0000,0.0000,7.8676
0.0000,0.0000,10.5428
0.0000,0.0000,10.8343
0.0000,0.0000,8.4160
0.0000,0.0000,8.1552
0.0000,0.0000,8.1337
0.0000,0.0000,10.3038
0.0000,0.0000,7.8781
0.0000,0.0000,5.4807
2.7418,11.9001,8.7208
12.2714,53.2614,7.1908
23.9766,104.0649,7.8339
31.8475,138.2269,8.7658
44.6443,193.7687,7.3245
54.8493,238.0610,5.8791
66.2086,287.3639,6.4649
74.0846,321.5479,3.5448
79.2974,344.1726,7.5662
90.2460,391.6927,8.9521
100.3150,435.3949,7.3485
108.6125,471.4082,4.9305
102.6277,445.4328,5.8618
124.4242,540.0356,6.3608
114.1964,495.6442,5.4963
132.3805,574.5680,6.1467
127.8234,554.7889,3.0891
134.1752,582.3575,4.1816
136.6014,592.8879,2.3879
140.3956,609.3558,2.9782
130.8078,567.7424,4.8956
129.2214,560.8566,3.7803
143.1213,621.1861,4.7442
130.3502,565.7560,2.6169
135.4722,587.9871,2.6636
145.7699,632.6816,0.2331
134.5819,584.1227,1.9610
126.5927,549.4476,0.3287
126.4001,548.6117,2.4928
129.2049,560.7850,2.8728
116.7638,506.7875,3.7737
101.6387,441.1402,0.9434
110.4323,479.3069,-0.8898
94.8262,411.5721,-0.7455
84.9932,368.8942,-0.9165
87.5774,380.1102,1.8497
73.1987,317.7027,0.5696
67.0127,290.8539,-1.1886
52.7457,228.9308,-0.0431
47.1185,204.5074,-0.9716
34.2903,148.8294,2.2333
29.0773,126.2034,0.7530
17.3150,75.1518,-0.0322
5.5931,24.2756,-4.3080
0.0000,0.0000,0.9641
0.0000,0.0000,0.2700
0.0000,0.0000,-0.3790
0.0000,0.0000,-1.2710
0.0000,0.0000,1.7226
0.0000,0.0000,1.6441
0.0000,0.0000,-0.1372
0.0000,0.0000,2.5681
0.0000,0.0000,2.5863
0.0000,0.0000,1.7800
0.0000,0.0000,1.0696
0.0000,0.0000,2.6849
0.0000,0.0000,2.7589
0.0000,0.0000,3.9006
0.0000,0.0000,5.1924
0.0000,0.0000,4.4916
0.0000,0.0000,5.1804
0.0000,0.0000,6.1112
0.0000,0.0000,3.3197
0.0000,0.0000,4.1222
0.0000,0.0000,3.1352
0.0000,0.0000,6.3663
0.0000,0.0000,6.4116
0.0000,0.0000,5.0152
0.0000,0.0000,5.9535
0.0000,0.0000,5.3103
0.0000,0.0000,5.3591
0.0000,0.0000,9.4026
0.0000,0.0000,6.8502
0.0000,0.0000,6.2277
0.0000,0.0000,8.2716
0.0000,0.0000,6.7706
0.0000,0.0000,7.2560
0.0000,0.0000,8.4001
0.0000,0.0000,10.1605
0.0000,0.0000,11.3189
0.0000,0.0000,6.5526
0.0000,0.0000,12.9852
0.0000,0.0000,7.7709
0.0000,0.0000,9.5890
0.0000,0.0000,11.1460
0.0000,0.0000,8.0576
0.0000,0.0000,10.8388
0.0000,0.0000,10.2294
0.0000,0.0000,9.2617
0.0000,0.0000,4.6876
0.0000,0.0000,10.8225
0.0000,0.0000,8.8823
0.0000,0.0000,10.9715
0.0000,0.0000,10.5695
0.0000,0.0000,8.9365
0.0000,0.0000,8.5835
3.2528,14.1183,10.0883
15.2388,66.1406,9.3320
25.5230,110.7768,6.2048
34.2844,148.8040,10.1921
45.6084,197.9529,7.0065
59.2425,257.1291,9.1182
66.8093,289.9710,8.5097
77.9537,338.3406,9.0116
84.9624,368.7603,6.4822
88.8612,385.6821,6.6362
102.5834,445.2404,2.2865
113.8521,494.1499,5.7274
113.6045,493.0750,4.9123
116.8486,507.1555,5.3290
114.2671,495.9509,5.2028
129.0230,559.9957,4.4927
129.7127,562.9892,4.8318
135.2579,587.0568,4.4897
148.2606,643.4921,3.4628
140.0991,608.0688,2.2471
139.9863,607.5792,4.1608
143.2200,621.6144,2.2426
138.8532,602.6616,1.7829
131.7937,572.0211,2.8400
143.4944,622.8057,3.3131
148.8202,645.9211,4.6519
131.0862,568.9503,2.7831
138.8691,602.7307,4.2182
132.1245,573.4568,-0.2939
122.0350,529.6656,0.5238
114.7603,498.0915,-0.2808
104.5062,453.5860,-0.5189
110.9215,481.4301,1.9129
109.6367,475.8537,-2.2483
87.8122,381.1292,-0.3908
81.7608,354.8647,0.5685
72.2933,313.7729,-3.0771
64.3510,279.3013,-0.2165
55.5017,240.8928,-1.5530
44.5756,193.4703,-1.1192
37.1285,161.1480,-1.1135
27.8553,120.8995,0.1347
17.1635,74.4943,1.3499
6.8080,29.5488,1.0982
0.0000,0.0000,0.7244
0.0000,0.0000,-0.5361
0.0000,0.0000,1.3374
0.0000,0.0000,1.7475
0.0000,0.0000,-0.9608
0.0000,0.0000,1.7286
0.0000,0.0000,6.6746
0.0000,0.0000,1.7292
0.0000,0.0000,1.3794
0.0000,0.0000,2.5336
0.0000,0.0000,2.2337
0.0000,0.0000,5.0088
0.0000,0.0000,1.2181
0.0000,0.0000,5.8677
0.0000,0.0000,4.9510
0.0000,0.0000,4.2481
0.0000,0.0000,3.4696
0.0000,0.0000,6.8107
0.0000,0.0000,3.8513
0.0000,0.0000,5.1305
0.0000,0.0000,5.1162
0.0000,0.0000,4.1844
0.0000,0.0000,5.2903
0.0000,0.0000,7.1075
0.0000,0.0000,5.3924
0.0000,0.0000,7.3423
0.0000,0.0000,8.5209
0.0000,0.0000,8.6396
0.0000,0.0000,6.0427
0.0000,0.0000,8.1354
0.0000,0.0000,9.9555
0.0000,0.0000,9.8103
0.0000,0.0000,7.0392
0.0000,0.0000,10.0885
0.0000,0.0000,8.2221
0.0000,0.0000,9.8053
0.0000,0.0000,9.7056
0.0000,0.0000,9.6394
0.0000,0.0000,9.0146
0.0000,0.0000,10.6175
0.0000,0.0000,8.9447
0.0000,0.0000,9.6608
0.0000,0.0000,9.1803
0.0000,0.0000,10.7360
0.0000,0.0000,10.1523
0.0000,0.0000,9.9955
0.0000,0.0000,9.5195
0.0000,0.0000,10.1544
0.0000,0.0000,9.4150
0.0000,0.0000,7.8976
0.0000,0.0000,4.4919
0.0000,0.0000,9.1780
3.8946,16.9038,9.6317
14.4945,62.9101,6.3834
24.7476,107.4113,10.5934
35.2988,153.2068,8.4109
43.9066,190.5666,8.8283
56.8099,246.5708,7.3385
68.7257,298.2885,5.4333
70.7843,307.2237,4.9352
91.9465,399.0732,8.2706
95.3458,413.8273,5.9373
102.1023,443.1524,7.3932
97.2066,421.9036,11.3500
110.7095,480.5102,6.2655
119.6402,519.2716,7.7003
116.3085,504.8113,5.2004
139.3772,604.9357,6.8725
123.9492,537.9738,2.9514
139.5133,605.5264,3.9055
135.2465,587.0073,4.1137
133.3621,578.8286,2.8951
137.0491,594.8309,3.8002
154.6875,671.3869,5.1253
140.5796,610.1543,1.9471
140.2938,608.9142,3.4955
147.0832,638.3818,4.2880
141.3423,613.4647,3.7953
146.6796,636.6301,3.4996
134.9278,585.6241,0.6811
129.8611,563.6331,3.7756
130.8807,568.0585,2.5515
128.8279,559.1490,-3.2502
108.3189,470.1339,-0.2711
109.2989,474.3877,1.4145
95.1884,413.1440,-1.1190
89.6233,388.9901,-1.7425
91.3198,396.3534,2.8747
78.8550,342.2528,2.5405
71.3781,309.8007,0.8667
58.4854,253.8427,2.3873
44.2346,191.9906,2.6315
40.8648,177.3648,0.3503
29.7285,129.0298,1.1842
17.9088,77.7294,-2.4075
6.4784,28.1179,0.9650
0.0000,0.0000,-0.9539
0.0000,0.0000,2.5627
0.0000,0.0000,1.3899
0.0000,0.0000,2.1403
0.0000,0.0000,2.9667
0.0000,0.0000,1.0539
0.0000,0.0000,1.0206
0.0000,0.0000,1.3401
0.0000,0.0000,4.2231
0.0000,0.0000,2.4692
0.0000,0.0000,2.2891
0.0000,0.0000,4.0645
0.0000,0.0000,2.6205
0.0000,0.0000,3.3743
0.0000,0.0000,4.9955
0.0000,0.0000,7.9669
0.0000,0.0000,4.8091
0.0000,0.0000,2.6607
0.0000,0.0000,4.5576
0.0000,0.0000,2.9860
0.0000,0.0000,4.4360
0.0000,0.0000,5.6019
0.0000,0.0000,5.5304
0.0000,0.0000,5.1278
0.0000,0.0000,8.3512
0.0000,0.0000,8.3707
0.0000,0.0000,7.3922
0.0000,0.0000,7.6966
0.0000,0.0000,8.8129
0.0000,0.0000,8.2679
0.0000,0.0000,8.7287
0.0000,0.0000,12.4681
0.0000,0.0000,8.3015
0.0000,0.0000,13.3627
0.0000,0.0000,12.0139
0.0000,0.0000,13.5665
0.0000,0.0000,11.5282
0.0000,0.0000,10.1033
0.0000,0.0000,9.9580
0.0000,0.0000,10.8976
0.0000,0.0000,12.6644
0.0000,0.0000,11.1970
0.0000,0.0000,12.1633
0.0000,0.0000,10.7441
0.0000,0.0000,12.6369
0.0000,0.0000,10.7473
0.0000,0.0000,7.0865
0.0000,0.0000,12.3763
0.0000,0.0000,10.8459
0.0000,0.0000,8.6045
0.0000,0.0000,12.0950
0.0000,0.0000,9.7524
4.8148,20.8974,8.6016
13.8031,59.9091,6.7820
23.8386,103.4663,12.1360
34.4219,149.4006,8.7647
43.2463,187.7008,7.0498
54.9356,238.4359,11.1486
70.4420,305.7377,9.0057
63.5613,275.8737,7.5000
81.2315,352.5673,10.3024
89.7242,389.4277,6.5977
96.3843,418.3345,5.1905
98.4693,427.3842,7.6263
103.3243,448.4561,8.7226
124.8541,541.9016,4.9343
133.2006,578.1277,5.5973
130.5885,566.7906,7.1294
138.8605,602.6934,2.5856
132.4636,574.9287,3.5002
139.2990,604.5965,2.9462
132.8680,576.6841,6.2889
148.8936,646.2398,5.8660
149.7269,649.8563,1.9887
153.0600,664.3231,2.9563
143.9766,624.8983,2.4574
133.8180,580.8074,2.9036
140.5804,610.1581,2.2856
145.4567,631.3226,3.1232
112.6279,488.8365,2.4357
135.9317,589.9815,3.9902
124.6671,541.0900,0.6889
121.7618,528.4799,4.0076
116.6887,506.4615,1.3632
98.1492,425.9949,1.2539
105.5380,458.0643,0.7290
93.8674,407.4105,-0.7086
89.1463,386.9199,1.7099
82.6723,358.8209,-0.2095
67.8493,294.4847,0.2347
58.4704,253.7779,-0.1722
47.8108,207.5123,-0.9486
37.5704,163.0660,2.4555
29.7859,129.2793,-1.4852
19.7849,85.8721,0.9438
7.3381,31.8495,-1.7888
0.0000,0.0000,3.7198
0.0000,0.0000,1.2602
0.0000,0.0000,0.6457
0.0000,0.0000,1.6963
0.0000,0.0000,-0.3546
0.0000,0.0000,3.5961
0.0000,0.0000,0.9951
0.0000,0.0000,2.0222
0.0000,0.0000,3.6698
0.0000,0.0000,4.3022
0.0000,0.0000,3.4262
0.0000,0.0000,2.7146
0.0000,0.0000,4.9163
0.0000,0.0000,2.4607
0.0000,0.0000,6.9723
0.0000,0.0000,3.5428
0.0000,0.0000,4.2668
0.0000,0.0000,6.0680
0.0000,0.0000,3.5794
0.0000,0.0000,6.0388
0.0000,0.0000,9.2107
0.0000,0.0000,7.6180
0.0000,0.0000,8.1913
0.0000,0.0000,7.4596
0.0000,0.0000,9.2081
0.0000,0.0000,4.5318
0.0000,0.0000,8.9480
0.0000,0.0000,10.3714
0.0000,0.0000,7.9433
0.0000,0.0000,8.6860
0.0000,0.0000,8.6927
0.0000,0.0000,10.1365
0.0000,0.0000,10.6469
0.0000,0.0000,9.6434
0.0000,0.0000,9.9755
0.0000,0.0000,10.7350
0.0000,0.0000,12.8781
0.0000,0.0000,11.0926
0.0000,0.0000,10.0402
0.0000,0.0000,10.3570
0.0000,0.0000,11.1513
0.0000,0.0000,10.8596
0.0000,0.0000,10.2480
0.0000,0.0000,10.7953
0.0000,0.0000,10.5215
0.0000,0.0000,10.3780
0.0000,0.0000,10.0350
0.0000,0.0000,9.1109
0.0000,0.0000,9.7834
0.0000,0.0000,9.7328
0.0000,0.0000,7.5101
0.0000,0.0000,10.8515
4.5961,19.9482,8.2464
17.6021,76.3979,10.3193
25.4492,110.4568,9.2010
34.1105,148.0492,8.8395
44.0050,190.9941,9.1785
59.2919,257.3433,9.3847
69.6351,302.2359,9.0141
73.5449,319.2053,7.5166
93.6028,406.2621,8.4158
88.8054,385.4402,6.9200
98.6326,428.0931,8.7049
109.6685,475.9915,8.2136
110.7559,480.7115,9.1914
126.2232,547.8438,7.5584
139.5649,605.7502,6.1163
120.8528,524.5347,4.4860
145.1524,630.0019,1.5690
116.2075,504.3730,3.8281
152.9592,663.8853,5.3513
152.7939,663.1682,4.4700
136.1323,590.8518,2.6520
146.9747,637.9111,3.9559
149.7923,650.1403,-0.5109
134.3550,583.1381,1.8237
139.3949,605.0126,0.9439
131.5333,570.8912,3.2888
129.6251,562.6090,2.0882
134.1838,582.3951,3.2554
132.9080,576.8577,3.4176
139.6378,606.0667,1.1094
119.4539,518.4631,0.2999
108.6186,471.4351,1.4569
108.9977,473.0803,0.0116
91.8434,398.6261,0.8241
94.8850,411.8274,1.4916
86.4756,375.3283,0.5945
75.3981,327.2485,2.2746
72.2203,313.4563,1.0897
61.6139,267.4215,-0.0407
50.4088,218.7881,0.1667
40.9669,177.8078,2.8295
30.2533,131.3075,-0.5448
17.4442,75.7129,2.6447
7.7078,33.4540,1.1294
0.0000,0.0000,3.3895
0.0000,0.0000,1.1732
0.0000,0.0000,4.3225
0.0000,0.0000,2.3835
0.0000,0.0000,1.9367
0.0000,0.0000,4.7982
0.0000,0.0000,3.4976
0.0000,0.0000,4.2800
0.0000,0.0000,4.6198
0.0000,0.0000,4.8964
0.0000,0.0000,3.2980
0.0000,0.0000,1.7828
0.0000,0.0000,4.1186
0.0000,0.0000,3.5778
0.0000,0.0000,3.8503
0.0000,0.0000,6.0852
0.0000,0.0000,5.9179
0.0000,0.0000,6.4678
0.0000,0.0000,7.1077
0.0000,0.0000,6.8185
0.0000,0.0000,5.1361
0.0000,0.0000,7.0095
0.0000,0.0000,9.8592
0.0000,0.0000,9.5460
0.0000,0.0000,6.7531
0.0000,0.0000,7.0548
0.0000,0.0000,9.7361
0.0000,0.0000,10.6822
0.0000,0.0000,9.9765
0.0000,0.0000,9.3363
0.0000,0.0000,10.5786
0.0000,0.0000,11.8274
0.0000,0.0000,11.0809
0.0000,0.0000,7.7549
0.0000,0.0000,10.1558
0.0000,0.0000,11.2304
0.0000,0.0000,10.4594
0.0000,0.0000,10.9520
0.0000,0.0000,11.6177
0.0000,0.0000,10.2702
0.0000,0.0000,10.5144
0.0000,0.0000,11.2943
0.0000,0.0000,9.9117
0.0000,0.0000,12.4580
0.0000,0.0000,11.4353
0.0000,0.0000,12.3025
0.0000,0.0000,10.6767
0.0000,0.0000,12.5446
0.0000,0.0000,13.6094
0.0000,0.0000,8.9705
0.0000,0.0000,9.8061
0.0000,0.0000,10.1435
5.6224,24.4030,11.5023
15.6006,67.7108,10.3607
26.6687,115.7498,10.6375
39.2486,170.3499,8.8804
41.8686,181.7214,8.7000
53.9343,234.0898,9.8786
68.2766,296.3394,9.9202
77.7547,337.4769,7.9473
86.8809,377.0871,8.3566
97.4864,423.1181,6.9301
101.4322,440.2438,7.7730
111.3671,483.3643,4.2801
103.5426,449.4038,6.5164
116.1646,504.1867,4.4044
127.5677,553.6794,6.8129
122.3094,530.8569,6.8017
139.8228,606.8698,5.0670
133.3211,578.6507,6.0626
145.3041,630.6602,6.2642
149.5163,648.9422,3.7636
140.1024,608.0834,4.4712
161.4166,700.5931,2.1824
159.8934,693.9818,4.9967
151.9611,659.5533,5.5281
134.7176,584.7117,3.3052
153.5258,666.3444,4.8928
138.1452,599.5887,2.7144
138.5391,601.2981,3.4366
140.3850,609.3099,3.0606
138.1378,599.5563,0.1637
129.8311,563.5032,0.9437
120.7548,524.1094,0.5833
109.6870,476.0721,0.9115
99.1285,430.2451,3.1312
90.0542,390.8603,1.6831
92.0384,399.4723,3.7979
80.0443,347.4146,0.4066
68.8657,298.8962,2.7581
66.5498,288.8448,2.6425
48.6739,211.2583,2.5933
37.7190,163.7111,2.4708
30.0629,130.4813,3.1226
17.9990,78.1207,1.7482
9.2328,40.0730,0.2958
0.0000,0.0000,-1.2924
0.0000,0.0000,1.6327
0.0000,0.0000,2.3190
0.0000,0.0000,1.8778
0.0000,0.0000,2.8017
0.0000,0.0000,5.6841
0.0000,0.0000,3.8071
0.0000,0.0000,2.8523
0.0000,0.0000,3.6834
0.0000,0.0000,3.0822
0.0000,0.0000,3.1659
0.0000,0.0000,5.8367
0.0000,0.0000,5.9121
0.0000,0.0000,4.2343
0.0000,0.0000,3.8965
0.0000,0.0000,5.7236
0.0000,0.0000,7.6486
0.0000,0.0000,4.7735
0.0000,0.0000,7.3815
0.0000,0.0000,7.5130
0.0000,0.0000,9.4636
0.0000,0.0000,6.0761
0.0000,0.0000,7.0715
0.0000,0.0000,10.7056
0.0000,0.0000,10.0250
0.0000,0.0000,9.5041
0.0000,0.0000,5.8891
0.0000,0.0000,10.5609
0.0000,0.0000,7.6075
0.0000,0.0000,9.1065
0.0000,0.0000,8.5681
0.0000,0.0000,10.8772
0.0000,0.0000,6.7914
0.0000,0.0000,10.0589
0.0000,0.0000,11.4224
0.0000,0.0000,10.2677
0.0000,0.0000,9.8854
0.0000,0.0000,9.7124
0.0000,0.0000,11.4999
0.0000,0.0000,10.2773
0.0000,0.0000,10.3442
0.0000,0.0000,7.7942
0.0000,0.0000,12.7450
0.0000,0.0000,10.6035
0.0000,0.0000,10.4814
0.0000,0.0000,13.5726
0.0000,0.0000,11.9693
0.0000,0.0000,12.2180
0.0000,0.0000,10.5993
0.0000,0.0000,11.9535
0.0000,0.0000,11.1308
0.0000,0.0000,11.3228
6.2873,27.2888,10.4178
15.5863,67.6490,10.8004
27.8278,120.7805,13.4557
37.5826,163.1191,9.0626
47.6177,206.6739,7.2921
58.0409,251.9135,10.9792
73.8210,320.4038,8.0061
77.2767,335.4024,11.5574
80.4032,348.9722,7.8308
98.6449,428.1461,7.9760
90.0261,390.7383,8.1190
105.1366,456.3221,6.3901
127.1420,551.8318,6.2415
127.1857,552.0212,9.2642
124.8532,541.8978,6.9287
132.3484,574.4287,4.9098
128.6263,558.2739,7.3131
136.7612,593.5818,4.6197
142.5033,618.5041,4.9653
159.0103,690.1489,2.6469
141.8140,615.5122,4.3833
147.1915,638.8522,4.8034
151.4205,657.2070,3.1989
136.6349,593.0335,2.6104
140.6148,610.3071,1.8353
144.0633,625.2746,3.0790
146.4602,635.6781,2.3386
134.8828,585.4286,4.2220
121.3220,526.5713,2.6299
142.5783,618.8292,1.0633
126.1199,547.3954,1.9060
121.0551,525.4127,4.4741
120.7537,524.1046,0.4798
105.3852,457.4012,2.4611
95.6026,414.9419,1.2312
79.9126,346.8430,1.4099
75.8506,329.2128,3.2975
70.2643,304.9666,2.1196
61.2762,265.9557,3.0734
51.8364,224.9846,0.0456
41.6033,180.5699,0.8979
32.2463,139.9580,1.4883
20.9512,90.9339,0.3126
9.0970,39.4835,1.7267
0.0000,0.0000,2.0422
0.0000,0.0000,-0.1037
0.0000,0.0000,1.1684
0.0000,0.0000,1.9805
0.0000,0.0000,2.4665
0.0000,0.0000,3.6386
0.0000,0.0000,4.4663
0.0000,0.0000,3.3772
0.0000,0.0000,2.2003
0.0000,0.0000,2.7331
0.0000,0.0000,2.5623
0.0000,0.0000,5.5858
0.0000,0.0000,4.7562
0.0000,0.0000,5.4671
0.0000,0.0000,4.3203
0.0000,0.0000,6.7485
0.0000,0.0000,4.3362
0.0000,0.0000,5.0535
0.0000,0.0000,6.1836
0.0000,0.0000,6.0200
0.0000,0.0000,6.9786
0.0000,0.0000,7.1701
0.0000,0.0000,8.7254
0.0000,0.0000,9.0619
0.0000,0.0000,7.9304
0.0000,0.0000,8.8927
0.0000,0.0000,7.4867
0.0000,0.0000,9.3156
0.0000,0.0000,9.0870
0.0000,0.0000,8.3117
0.0000,0.0000,11.0047
0.0000,0.0000,7.9204
0.0000,0.0000,9.0307
0.0000,0.0000,11.3047
0.0000,0.0000,12.1378
0.0000,0.0000,13.4923
0.0000,0.0000,9.4189
0.0000,0.0000,11.9259
0.0000,0.0000,11.3538
0.0000,0.0000,10.5242
0.0000,0.0000,13.7561
0.0000,0.0000,9.2485
0.0000,0.0000,9.9246
0.0000,0.0000,10.4241
0.0000,0.0000,13.8274
0.0000,0.0000,11.6031
0.0000,0.0000,12.6742
0.0000,0.0000,13.2820
0.0000,0.0000,10.7385
0.0000,0.0000,12.4411
0.0000,0.0000,11.4362
0.0000,0.0000,7.7499
7.3640,31.9618,13.1391
19.5913,85.0315,10.5414
31.3471,136.0550,11.0458
39.6596,172.1337,9.2406
47.3856,205.6667,9.6461
60.6129,263.0768,9.2644
70.5199,306.0761,7.3320
78.4511,340.4995,8.9750
87.8089,381.1150,10.9762
100.5353,436.3512,9.4092
95.6362,415.0878,7.9749
117.6173,510.4916,8.4219
125.7450,545.7684,6.9503
133.6246,579.9677,9.3485
140.5107,609.8553,7.5555
146.6477,636.4919,8.6724
142.6236,619.0261,7.2543
142.2070,617.2180,4.6534
142.6431,619.1105,4.7353
145.1721,630.0874,6.1285
148.3858,644.0355,5.2663
148.6944,645.3748,2.3931
155.5209,675.0040,5.2227
151.1986,656.2438,4.9225
153.7681,667.3961,1.5727
158.8157,689.3044,-0.0050
152.5376,662.0557,3.3069
140.8497,611.3270,2.6935
130.6262,566.9539,4.6786
129.9431,563.9893,0.7453
124.1874,539.0080,3.4105
114.3566,496.3392,3.2640
108.8958,472.6378,0.3631
110.0518,477.6554,1.8472
97.1106,421.4870,3.4535
89.9838,390.5545,1.9081
88.5975,384.5380,0.6128
70.8679,307.5865,0.5509
64.5349,280.0995,3.4753
51.4560,223.3334,2.0675
38.1092,165.4046,2.8810
34.8021,151.0507,1.4717
20.2268,87.7899,1.2078
10.8452,47.0712,-0.0761
0.0000,0.0000,4.1528
0.0000,0.0000,2.9580
0.0000,0.0000,5.6111
0.0000,0.0000,3.0440
0.0000,0.0000,0.8660
0.0000,0.0000,1.4508
0.0000,0.0000,0.8358
0.0000,0.0000,4.3186
0.0000,0.0000,4.8188
0.0000,0.0000,5.9446
0.0000,0.0000,3.6022
0.0000,0.0000,5.0461
0.0000,0.0000,5.0905
0.0000,0.0000,5.0101
0.0000,0.0000,7.6352
0.0000,0.0000,7.0588
0.0000,0.0000,6.0990
0.0000,0.0000,5.0276
0.0000,0.0000,2.8079
0.0000,0.0000,9.0207
0.0000,0.0000,8.2347
0.0000,0.0000,7.4046
0.0000,0.0000,8.5735
0.0000,0.0000,7.1249
0.0000,0.0000,9.5692
